timestamp,co_level,air_quality,temperature,humidity,pressure,voc_level,latitude,longitude
339,0.04,0.1,33.86,43.48,993.72,42746,27.233215555555553,78.0143811111111
340,0.03,0.04,33.66,39.24,993.72,33008,27.233235555555552,78.0141111111111
341,0.11,0.09,31.5,35.48,993.72,38190,27.233235555555552,78.0141411111111
342,0.04,0.1,33.1,44.39,993.72,42214,27.233235555555552,78.01417111111111
343,0.13,0.08,34.05,34.76,993.72,7033,27.233235555555552,78.0142011111111
344,0.13,0.02,31.88,41.53,993.72,42834,27.233235555555552,78.0142311111111
345,0.16,0.02,33.82,29.88,993.72,39318,27.233235555555552,78.01426111111111
346,0.18,0.04,33.53,43.56,993.72,34838,27.233235555555552,78.0142911111111
347,0.17,0.02,33.0,33.67,993.72,6663,27.233235555555552,78.0143211111111
348,0.16,0.07,34.24,43.93,993.72,42209,27.233235555555552,78.01435111111111
349,0.02,0.02,32.7,28.09,993.72,13569,27.233235555555552,78.0143811111111
350,0.02,0.1,32.77,40.84,993.72,7088,27.23325555555555,78.0141111111111
351,0.01,0.06,32.81,28.46,993.72,20417,27.23325555555555,78.0141411111111
352,0.06,0.01,32.34,28.92,993.72,26992,27.23325555555555,78.01417111111111
353,0.19,0.04,33.18,31.27,993.72,10308,27.23325555555555,78.0142011111111
354,0.17,0.06,31.98,40.05,993.72,16823,27.23325555555555,78.0142311111111
355,0.16,0.09,33.34,29.97,993.72,34337,27.23325555555555,78.01426111111111
356,0.0,0.06,32.37,34.58,993.72,14501,27.23325555555555,78.0142911111111
357,0.01,0.1,33.04,36.6,993.72,12484,27.23325555555555,78.0143211111111
358,0.06,0.02,32.56,28.9,993.72,41989,27.23325555555555,78.01435111111111
359,0.16,0.0,32.72,37.52,993.72,41481,27.23325555555555,78.0143811111111
360,0.08,0.07,32.61,43.32,993.72,6138,27.233275555555554,78.0141111111111
361,0.12,0.1,32.69,36.23,993.72,40314,27.233275555555554,78.0141411111111
362,0.17,0.07,32.09,37.02,993.72,23533,27.233275555555554,78.01417111111111
363,0.05,0.04,34.18,37.89,993.72,7256,27.233275555555554,78.0142011111111
364,0.13,0.03,32.31,37.69,993.72,26284,27.233275555555554,78.0142311111111
365,0.18,0.06,32.71,30.32,993.72,32692,27.233275555555554,78.01426111111111
366,0.04,0.07,34.16,38.58,993.72,8595,27.233275555555554,78.0142911111111
367,0.17,0.01,33.07,44.69,993.72,22739,27.233275555555554,78.0143211111111
368,0.08,0.05,33.32,34.17,993.72,23487,27.233275555555554,78.01435111111111
369,0.13,0.08,33.65,29.62,993.72,8356,27.233275555555554,78.0143811111111
370,0.09,0.02,34.45,44.48,993.72,39186,27.233295555555554,78.0141111111111
371,0.04,0.04,32.97,35.16,993.72,10230,27.233295555555554,78.0141411111111
372,0.02,0.01,32.84,36.46,993.72,25731,27.233295555555554,78.01417111111111
373,0.08,0.1,34.29,39.53,993.72,19008,27.233295555555554,78.0142011111111
374,0.03,0.09,32.16,38.15,993.72,10883,27.233295555555554,78.0142311111111
375,0.15,0.05,34.2,27.46,993.72,39641,27.233295555555554,78.01426111111111
376,0.07,0.07,32.36,43.84,993.72,15657,27.233295555555554,78.0142911111111
377,0.11,0.09,33.71,40.14,993.72,39585,27.233295555555554,78.0143211111111
378,0.0,0.0,32.0,31.85,993.72,12837,27.233295555555554,78.01435111111111
379,0.02,0.04,32.46,34.42,993.72,39342,27.233295555555554,78.0143811111111
380,0.13,0.1,33.01,31.58,993.72,6025,27.233315555555553,78.0141111111111
381,0.17,0.09,31.56,31.08,993.72,31379,27.233315555555553,78.0141411111111
382,0.09,0.02,33.2,39.6,993.72,6751,27.233315555555553,78.01417111111111
383,0.16,0.05,33.5,38.38,993.72,39908,27.233315555555553,78.0142011111111
384,0.02,0.02,32.6,28.89,993.72,41890,27.233315555555553,78.0142311111111
385,0.04,0.1,34.11,30.75,993.72,40385,27.233315555555553,78.01426111111111
386,0.19,0.05,33.5,36.5,993.72,16213,27.233315555555553,78.0142911111111
387,0.09,0.04,32.73,30.78,993.72,31457,27.233315555555553,78.0143211111111
388,0.09,0.05,32.34,30.83,993.72,42220,27.233315555555553,78.01435111111111
389,0.1,0.1,32.92,30.42,993.72,12496,27.233315555555553,78.0143811111111
390,0.05,0.07,33.76,43.73,993.72,8688,27.233335555555552,78.0141111111111
391,0.11,0.08,31.96,38.01,993.72,40376,27.233335555555552,78.0141411111111
392,0.2,0.04,32.72,39.34,993.72,25474,27.233335555555552,78.01417111111111
393,0.07,0.08,31.64,43.01,993.72,13316,27.233335555555552,78.0142011111111
394,0.03,0.05,32.76,30.82,993.72,29407,27.233335555555552,78.0142311111111
395,0.17,0.02,32.61,27.72,993.72,30041,27.233335555555552,78.01426111111111
396,0.02,0.09,33.8,42.25,993.72,25044,27.233335555555552,78.0142911111111
397,0.15,0.04,32.06,29.82,993.72,13596,27.233335555555552,78.0143211111111
398,0.01,0.04,32.63,39.83,993.72,10488,27.233335555555552,78.01435111111111
399,0.12,0.0,33.98,28.89,993.72,16418,27.233335555555552,78.0143811111111
400,0.06,0.0,34.33,33.35,993.72,10422,27.233355555555555,78.0141111111111
401,0.02,0.05,33.7,29.46,993.72,15558,27.233355555555555,78.0141411111111
402,0.06,0.09,34.49,40.08,993.72,15568,27.233355555555555,78.01417111111111
403,0.04,0.03,34.33,36.33,993.72,22325,27.233355555555555,78.0142011111111
404,0.12,0.09,32.55,36.45,993.72,30305,27.233355555555555,78.0142311111111
405,0.08,0.04,33.39,44.43,993.72,35966,27.233355555555555,78.01426111111111
406,0.06,0.07,32.09,44.24,993.72,7409,27.233355555555555,78.0142911111111
407,0.19,0.03,34.05,34.11,993.72,35360,27.233355555555555,78.0143211111111
408,0.17,0.05,31.55,41.91,993.72,20992,27.233355555555555,78.01435111111111
409,0.0,0.1,31.69,36.46,993.72,40047,27.233355555555555,78.0143811111111
410,0.02,0.09,33.29,39.76,993.72,25415,27.233375555555554,78.0141111111111
411,0.19,0.04,33.99,44.31,993.72,32982,27.233375555555554,78.0141411111111
412,0.03,0.06,32.5,40.86,993.72,11142,27.233375555555554,78.01417111111111
413,0.08,0.09,33.21,37.5,993.72,16591,27.233375555555554,78.0142011111111
414,0.16,0.01,31.76,36.04,993.72,17816,27.233375555555554,78.0142311111111
415,0.02,0.05,34.44,31.02,993.72,28829,27.233375555555554,78.01426111111111
416,0.08,0.08,34.0,41.14,993.72,30348,27.233375555555554,78.0142911111111
417,0.18,0.05,33.64,40.32,993.72,26310,27.233375555555554,78.0143211111111
418,0.04,0.1,32.55,41.74,993.72,8653,27.233375555555554,78.01435111111111
419,0.05,0.08,33.87,31.83,993.72,39913,27.233375555555554,78.0143811111111
420,0.07,0.06,33.68,37.32,993.72,6822,27.233395555555553,78.0141111111111
421,0.16,0.07,33.14,42.01,993.72,31061,27.233395555555553,78.0141411111111
422,0.12,0.08,32.32,32.71,993.72,42222,27.233395555555553,78.01417111111111
423,0.06,0.0,34.16,33.27,993.72,28010,27.233395555555553,78.0142011111111
424,0.09,0.1,32.19,27.63,993.72,38817,27.233395555555553,78.0142311111111
425,0.18,0.06,33.59,39.58,993.72,6798,27.233395555555553,78.01426111111111
426,0.19,0.07,32.73,39.28,993.72,14227,27.233395555555553,78.0142911111111
427,0.04,0.08,32.61,40.44,993.72,37035,27.233395555555553,78.0143211111111
428,0.16,0.02,33.58,28.29,993.72,25483,27.233395555555553,78.01435111111111
429,0.13,0.01,33.22,42.54,993.72,10401,27.233395555555553,78.0143811111111
430,0.02,0.01,34.03,27.7,993.72,27324,27.233415555555553,78.0141111111111
431,0.01,0.09,33.22,41.79,993.72,25736,27.233415555555553,78.0141411111111
432,0.15,0.09,31.96,29.53,993.72,15215,27.233415555555553,78.01417111111111
433,0.14,0.02,34.19,31.31,993.72,11751,27.233415555555553,78.0142011111111
434,0.04,0.03,32.63,41.09,993.72,23499,27.233415555555553,78.0142311111111
435,0.1,0.08,34.18,28.17,993.72,40642,27.233415555555553,78.01426111111111
436,0.02,0.06,34.16,33.78,993.72,22797,27.233415555555553,78.0142911111111
437,0.04,0.04,34.49,35.36,993.72,20582,27.233415555555553,78.0143211111111
438,0.2,0.08,33.9,31.97,993.72,42141,27.233415555555553,78.01435111111111
439,0.05,0.0,33.91,38.33,993.72,19710,27.233415555555553,78.0143811111111
440,0.04,0.0,33.06,37.45,993.72,42609,27.233435555555552,78.0141111111111
441,0.01,0.05,32.04,33.88,993.72,30402,27.233435555555552,78.0141411111111
442,0.04,0.07,31.69,36.13,993.72,38616,27.233435555555552,78.01417111111111
443,0.04,0.1,32.05,27.43,993.72,24746,27.233435555555552,78.0142011111111
444,0.15,0.02,33.41,37.24,993.72,17821,27.233435555555552,78.0142311111111
445,0.07,0.04,32.92,38.14,993.72,42258,27.233435555555552,78.01426111111111
446,0.13,0.02,32.14,32.88,993.72,12264,27.233435555555552,78.0142911111111
447,0.02,0.1,34.34,43.97,993.72,21290,27.233435555555552,78.0143211111111
448,0.06,0.1,33.44,42.57,993.72,34576,27.233435555555552,78.01435111111111
449,0.05,0.02,33.96,33.46,993.72,21889,27.233435555555552,78.0143811111111
450,0.06,0.06,33.64,29.43,993.72,16831,27.233455555555555,78.0141111111111
451,0.06,0.09,33.99,40.42,993.72,42799,27.233455555555555,78.0141411111111
452,0.12,0.08,32.64,28.98,993.72,28599,27.233455555555555,78.01417111111111
453,0.11,0.07,33.24,38.8,993.72,23749,27.233455555555555,78.0142011111111
454,0.19,0.09,32.39,27.95,993.72,26423,27.233455555555555,78.0142311111111
455,0.1,0.07,32.57,33.16,993.72,6859,27.233455555555555,78.01426111111111
456,0.17,0.04,33.48,32.13,993.72,18141,27.233455555555555,78.0142911111111
457,0.11,0.07,32.71,31.94,993.72,31030,27.233455555555555,78.0143211111111
458,0.14,0.06,34.09,33.48,993.72,42908,27.233455555555555,78.01435111111111
459,0.07,0.06,32.25,33.92,993.72,33742,27.233455555555555,78.0143811111111
460,0.12,0.02,34.23,44.42,993.72,39071,27.233475555555554,78.0141111111111
461,0.08,0.07,32.08,41.4,993.72,15940,27.233475555555554,78.0141411111111
462,0.04,0.03,31.73,43.92,993.72,11050,27.233475555555554,78.01417111111111
463,0.01,0.07,33.89,35.58,993.72,42430,27.233475555555554,78.0142011111111
464,0.12,0.05,32.15,36.34,993.72,6713,27.233475555555554,78.0142311111111
465,0.16,0.0,34.39,37.01,993.72,6796,27.233475555555554,78.01426111111111
466,0.07,0.04,31.91,35.66,993.72,26151,27.233475555555554,78.0142911111111
467,0.0,0.05,32.13,34.92,993.72,32930,27.233475555555554,78.0143211111111
468,0.05,0.08,34.23,37.67,993.72,24557,27.233475555555554,78.01435111111111
469,0.04,0.1,33.84,32.47,993.72,25945,27.233475555555554,78.0143811111111
470,0.03,0.06,31.63,37.7,993.72,41240,27.233495555555553,78.0141111111111
471,0.08,0.09,32.97,29.83,993.72,11801,27.233495555555553,78.0141411111111
472,0.12,0.04,32.96,32.45,993.72,22064,27.233495555555553,78.01417111111111
473,0.11,0.01,32.5,41.88,993.72,11344,27.233495555555553,78.0142011111111
474,0.06,0.09,32.28,32.1,993.72,7563,27.233495555555553,78.0142311111111
475,0.03,0.07,32.66,28.78,993.72,9900,27.233495555555553,78.01426111111111
476,0.11,0.02,33.98,41.79,993.72,30769,27.233495555555553,78.0142911111111
477,0.18,0.02,34.36,40.72,993.72,12804,27.233495555555553,78.0143211111111
478,0.02,0.09,32.18,34.29,993.72,10164,27.233495555555553,78.01435111111111
479,0.12,0.09,32.03,29.11,993.72,28289,27.233495555555553,78.0143811111111
480,0.14,0.06,34.31,42.59,993.72,22895,27.233515555555552,78.0141111111111
481,0.19,0.09,33.39,36.47,993.72,7914,27.233515555555552,78.0141411111111
482,0.06,0.06,32.53,32.79,993.72,23472,27.233515555555552,78.01417111111111
483,0.07,0.01,34.19,29.62,993.72,9016,27.233515555555552,78.0142011111111
484,0.13,0.04,32.65,44.43,993.72,20794,27.233515555555552,78.0142311111111
485,0.13,0.04,33.32,32.15,993.72,24909,27.233515555555552,78.01426111111111
486,0.19,0.07,34.32,27.16,993.72,31503,27.233515555555552,78.0142911111111
487,0.11,0.08,34.16,33.01,993.72,10521,27.233515555555552,78.0143211111111
488,0.15,0.01,34.37,43.86,993.72,24509,27.233515555555552,78.01435111111111
489,0.02,0.09,32.19,35.39,993.72,21636,27.233515555555552,78.0143811111111
490,0.19,0.05,32.42,33.35,993.72,25588,27.23353555555555,78.0141111111111
491,0.18,0.04,32.41,32.45,993.72,28234,27.23353555555555,78.0141411111111
492,0.04,0.07,33.97,31.39,993.72,41000,27.23353555555555,78.01417111111111
493,0.08,0.05,33.55,31.07,993.72,12199,27.23353555555555,78.0142011111111
494,0.04,0.01,32.81,36.22,993.72,33098,27.23353555555555,78.0142311111111
495,0.13,0.01,34.2,27.3,993.72,14387,27.23353555555555,78.01426111111111
496,0.12,0.05,34.42,27.9,993.72,10855,27.23353555555555,78.0142911111111
497,0.02,0.09,33.25,34.08,993.72,14448,27.23353555555555,78.0143211111111
498,0.06,0.07,32.3,42.68,993.72,27562,27.23353555555555,78.01435111111111
499,0.17,0.07,33.93,29.8,993.72,27679,27.23353555555555,78.0143811111111
500,0.11,0.07,34.47,32.08,993.72,22698,27.233555555555554,78.0141111111111
501,0.17,0.04,32.85,37.92,993.72,26410,27.233555555555554,78.0141411111111
502,0.08,0.01,31.84,35.36,993.72,28149,27.233555555555554,78.01417111111111
503,0.08,0.08,34.02,40.0,993.72,15728,27.233555555555554,78.0142011111111
504,0.05,0.07,33.56,36.68,993.72,18312,27.233555555555554,78.0142311111111
505,0.07,0.01,32.4,39.73,993.72,6129,27.233555555555554,78.01426111111111
506,0.15,0.03,34.47,33.76,993.72,32215,27.233555555555554,78.0142911111111
507,0.13,0.07,32.46,34.16,993.72,32150,27.233555555555554,78.0143211111111
508,0.17,0.1,33.94,35.81,993.72,19528,27.233555555555554,78.01435111111111
509,0.1,0.04,33.57,37.41,993.72,20530,27.233555555555554,78.0143811111111
510,0.11,0.06,33.27,39.62,993.72,37004,27.233575555555554,78.0141111111111
511,0.15,0.08,33.67,30.57,993.72,12430,27.233575555555554,78.0141411111111
512,0.06,0.04,32.35,42.27,993.72,11293,27.233575555555554,78.01417111111111
513,0.2,0.0,34.34,37.87,993.72,12264,27.233575555555554,78.0142011111111
514,0.06,0.07,33.52,41.32,993.72,34077,27.233575555555554,78.0142311111111
515,0.01,0.07,34.46,37.78,993.72,30258,27.233575555555554,78.01426111111111
516,0.12,0.01,32.1,30.21,993.72,25965,27.233575555555554,78.0142911111111
517,0.15,0.01,33.58,35.49,993.72,13112,27.233575555555554,78.0143211111111
518,0.13,0.0,33.16,43.97,993.72,7978,27.233575555555554,78.01435111111111
519,0.12,0.04,32.27,33.51,993.72,8839,27.233575555555554,78.0143811111111
520,0.01,0.01,31.65,40.19,993.72,32295,27.233595555555553,78.0141111111111
521,0.01,0.05,32.49,43.96,993.72,35975,27.233595555555553,78.0141411111111
522,0.19,0.05,33.42,41.69,993.72,36758,27.233595555555553,78.01417111111111
523,0.05,0.01,33.39,44.11,993.72,31804,27.233595555555553,78.0142011111111
524,0.01,0.03,31.63,28.89,993.72,10868,27.233595555555553,78.0142311111111
525,0.05,0.06,33.02,32.26,993.72,32310,27.233595555555553,78.01426111111111
526,0.01,0.07,33.52,31.59,993.72,40408,27.233595555555553,78.0142911111111
527,0.11,0.09,31.56,34.85,993.72,12437,27.233595555555553,78.0143211111111
528,0.17,0.08,31.54,39.64,993.72,17798,27.233595555555553,78.01435111111111
529,0.18,0.08,31.66,44.32,993.72,32992,27.233595555555553,78.0143811111111
530,0.01,0.07,33.39,42.53,993.72,25455,27.233615555555552,78.0141111111111
531,0.14,0.05,34.27,35.76,993.72,39667,27.233615555555552,78.0141411111111
532,0.09,0.03,33.8,33.17,993.72,27224,27.233615555555552,78.01417111111111
533,0.14,0.04,33.5,37.74,993.72,11431,27.233615555555552,78.0142011111111
534,0.16,0.06,32.98,39.09,993.72,30348,27.233615555555552,78.0142311111111
535,0.11,0.02,33.36,31.05,993.72,20617,27.233615555555552,78.01426111111111
536,0.08,0.04,34.22,41.17,993.72,15180,27.233615555555552,78.0142911111111
537,0.14,0.05,33.09,39.34,993.72,10625,27.233615555555552,78.0143211111111
538,0.13,0.05,32.39,34.62,993.72,36998,27.233615555555552,78.01435111111111
539,0.0,0.09,34.24,27.47,993.72,31909,27.233615555555552,78.0143811111111
540,0.19,0.01,33.41,27.53,993.72,38751,27.233635555555555,78.0141111111111
541,0.18,0.1,33.33,27.35,993.72,22100,27.233635555555555,78.0141411111111
542,0.05,0.09,34.0,38.29,993.72,33814,27.233635555555555,78.01417111111111
543,0.09,0.06,34.22,41.65,993.72,35941,27.233635555555555,78.0142011111111
544,0.04,0.02,32.47,37.17,993.72,29160,27.233635555555555,78.0142311111111
545,0.13,0.05,32.2,44.31,993.72,16669,27.233635555555555,78.01426111111111
546,0.15,0.09,32.49,42.33,993.72,26020,27.233635555555555,78.0142911111111
547,0.03,0.0,33.92,41.05,993.72,21434,27.233635555555555,78.0143211111111
548,0.15,0.08,31.55,34.46,993.72,7751,27.233635555555555,78.01435111111111
549,0.18,0.05,34.42,39.37,993.72,16184,27.233635555555555,78.0143811111111
550,0.08,0.06,33.09,37.5,993.72,14355,27.233655555555554,78.0141111111111
551,0.11,0.06,32.89,36.73,993.72,25875,27.233655555555554,78.0141411111111
552,0.16,0.05,32.81,39.46,993.72,38895,27.233655555555554,78.01417111111111
553,0.1,0.04,31.54,42.59,993.72,13513,27.233655555555554,78.0142011111111
554,0.17,0.09,32.51,32.04,993.72,36682,27.233655555555554,78.0142311111111
555,0.15,0.07,32.88,28.64,993.72,23106,27.233655555555554,78.01426111111111
556,0.1,0.01,33.09,33.35,993.72,31237,27.233655555555554,78.0142911111111
557,0.16,0.06,33.63,40.18,993.72,42961,27.233655555555554,78.0143211111111
558,0.14,0.05,32.74,27.1,993.72,37037,27.233655555555554,78.01435111111111
559,0.15,0.03,33.14,43.95,993.72,15788,27.233655555555554,78.0143811111111
560,0.11,0.01,34.0,28.37,993.72,18539,27.233675555555553,78.0141111111111
561,0.02,0.08,34.3,31.82,993.72,6106,27.233675555555553,78.0141411111111
562,0.13,0.04,32.45,40.97,993.72,13962,27.233675555555553,78.01417111111111
563,0.0,0.03,33.76,38.3,993.72,40189,27.233675555555553,78.0142011111111
564,0.18,0.07,32.25,28.66,993.72,20496,27.233675555555553,78.0142311111111
565,0.14,0.01,33.9,40.88,993.72,32741,27.233675555555553,78.01426111111111
566,0.1,0.04,32.44,31.54,993.72,7478,27.233675555555553,78.0142911111111
567,0.12,0.05,32.77,29.6,993.72,8343,27.233675555555553,78.0143211111111
568,0.15,0.1,31.83,27.78,993.72,39816,27.233675555555553,78.01435111111111
569,0.1,0.08,33.99,27.72,993.72,31007,27.233675555555553,78.0143811111111
570,0.12,0.07,32.23,43.29,993.72,20822,27.233695555555553,78.0141111111111
571,0.13,0.07,32.77,36.37,993.72,38157,27.233695555555553,78.0141411111111
572,0.09,0.02,33.0,33.59,993.72,10824,27.233695555555553,78.01417111111111
573,0.15,0.0,33.29,38.5,993.72,6187,27.233695555555553,78.0142011111111
574,0.06,0.08,32.5,41.34,993.72,9355,27.233695555555553,78.0142311111111
575,0.14,0.07,31.84,34.32,993.72,8782,27.233695555555553,78.01426111111111
576,0.04,0.06,32.79,31.88,993.72,30781,27.233695555555553,78.0142911111111
577,0.13,0.09,33.9,30.14,993.72,23409,27.233695555555553,78.0143211111111
578,0.02,0.01,32.14,28.98,993.72,31694,27.233695555555553,78.01435111111111
579,0.16,0.08,31.53,29.72,993.72,22982,27.233695555555553,78.0143811111111
580,0.18,0.02,31.7,43.16,993.72,28762,27.233715555555552,78.0141111111111
581,0.11,0.05,31.85,33.16,993.72,33101,27.233715555555552,78.0141411111111
582,0.16,0.01,32.63,35.65,993.72,15948,27.233715555555552,78.01417111111111
583,0.13,0.07,33.14,41.46,993.72,21131,27.233715555555552,78.0142011111111
584,0.16,0.03,32.67,28.43,993.72,9628,27.233715555555552,78.0142311111111
585,0.19,0.03,31.98,40.94,993.72,40374,27.233715555555552,78.01426111111111
586,0.04,0.02,32.11,37.5,993.72,29999,27.233715555555552,78.0142911111111
587,0.07,0.07,33.4,32.11,993.72,13457,27.233715555555552,78.0143211111111
588,0.08,0.01,31.75,27.47,993.72,21353,27.233715555555552,78.01435111111111
589,0.2,0.04,32.84,42.0,993.72,15683,27.233715555555552,78.0143811111111
590,0.05,0.05,32.91,31.56,993.72,13513,27.233735555555555,78.0141111111111
591,0.06,0.03,34.12,30.25,993.72,11997,27.233735555555555,78.0141411111111
592,0.09,0.04,32.96,33.46,993.72,9584,27.233735555555555,78.01417111111111
593,0.19,0.0,32.02,42.56,993.72,26876,27.233735555555555,78.0142011111111
594,0.02,0.05,34.22,33.78,993.72,29271,27.233735555555555,78.0142311111111
595,0.04,0.01,32.96,30.71,993.72,23900,27.233735555555555,78.01426111111111
596,0.14,0.06,32.95,34.48,993.72,25963,27.233735555555555,78.0142911111111
597,0.09,0.09,32.63,29.52,993.72,8375,27.233735555555555,78.0143211111111
598,0.17,0.02,33.85,37.1,993.72,40700,27.233735555555555,78.01435111111111
599,0.2,0.04,33.01,40.12,993.72,40100,27.233735555555555,78.0143811111111
600,0.12,0.01,33.62,34.17,993.72,11113,27.233755555555554,78.0141111111111
601,0.17,0.03,31.65,28.81,993.72,24246,27.233755555555554,78.0141411111111
602,0.02,0.01,33.27,31.48,993.72,18640,27.233755555555554,78.01417111111111
603,0.13,0.1,32.66,39.11,993.72,33274,27.233755555555554,78.0142011111111
604,0.18,0.07,32.02,44.2,993.72,10556,27.233755555555554,78.0142311111111
605,0.04,0.08,31.74,37.64,993.72,39820,27.233755555555554,78.01426111111111
606,0.2,0.02,33.05,37.26,993.72,42919,27.233755555555554,78.0142911111111
607,0.15,0.05,33.64,32.19,993.72,24393,27.233755555555554,78.0143211111111
608,0.01,0.06,33.47,32.09,993.72,34021,27.233755555555554,78.01435111111111
609,0.14,0.01,32.62,39.82,993.72,19156,27.233755555555554,78.0143811111111
610,0.06,0.04,31.53,35.2,993.72,15964,27.233775555555553,78.0141111111111
611,0.11,0.02,34.22,44.72,993.72,32591,27.233775555555553,78.0141411111111
612,0.11,0.01,34.47,38.18,993.72,35963,27.233775555555553,78.01417111111111
613,0.05,0.1,32.0,38.16,993.72,9061,27.233775555555553,78.0142011111111
614,0.17,0.07,33.88,42.21,993.72,29938,27.233775555555553,78.0142311111111
615,0.12,0.05,32.78,44.87,993.72,20406,27.233775555555553,78.01426111111111
616,0.07,0.02,32.22,37.95,993.72,38159,27.233775555555553,78.0142911111111
617,0.08,0.05,32.64,43.43,993.72,23381,27.233775555555553,78.0143211111111
618,0.18,0.02,33.87,42.09,993.72,20697,27.233775555555553,78.01435111111111
619,0.03,0.03,34.43,44.59,993.72,26652,27.233775555555553,78.0143811111111
620,0.07,0.08,33.39,43.62,993.72,35448,27.233795555555552,78.0141111111111
621,0.12,0.09,33.11,42.91,993.72,9368,27.233795555555552,78.0141411111111
622,0.02,0.09,33.73,29.86,993.72,22109,27.233795555555552,78.01417111111111
623,0.1,0.01,32.99,34.64,993.72,8043,27.233795555555552,78.0142011111111
624,0.1,0.03,33.46,40.7,993.72,18822,27.233795555555552,78.0142311111111
625,0.2,0.04,31.57,39.23,993.72,32336,27.233795555555552,78.01426111111111
626,0.04,0.08,32.19,43.96,993.72,13254,27.233795555555552,78.0142911111111
627,0.12,0.06,34.29,35.61,993.72,40633,27.233795555555552,78.0143211111111
628,0.01,0.05,33.72,27.71,993.72,16552,27.233795555555552,78.01435111111111
629,0.02,0.01,31.59,29.97,993.72,11571,27.233795555555552,78.0143811111111
630,0.13,0.07,31.81,42.85,993.72,39948,27.23381555555555,78.0141111111111
631,0.19,0.03,32.8,32.0,993.72,15435,27.23381555555555,78.0141411111111
632,0.04,0.06,31.78,35.75,993.72,32005,27.23381555555555,78.01417111111111
633,0.19,0.06,32.03,44.15,993.72,20439,27.23381555555555,78.0142011111111
634,0.12,0.01,32.41,41.44,993.72,13053,27.23381555555555,78.0142311111111
635,0.14,0.09,33.79,37.79,993.72,38588,27.23381555555555,78.01426111111111
636,0.05,0.01,33.01,41.74,993.72,19674,27.23381555555555,78.0142911111111
637,0.09,0.08,32.34,34.93,993.72,39035,27.23381555555555,78.0143211111111
638,0.11,0.1,31.64,43.56,993.72,16432,27.23381555555555,78.01435111111111
639,0.02,0.02,33.1,42.21,993.72,37639,27.23381555555555,78.0143811111111
640,0.14,0.09,31.89,36.17,993.72,37814,27.233835555555554,78.0141111111111
641,0.08,0.0,34.06,30.66,993.72,30535,27.233835555555554,78.0141411111111
642,0.11,0.04,31.99,33.1,993.72,35683,27.233835555555554,78.01417111111111
643,0.11,0.06,34.29,27.12,993.72,18097,27.233835555555554,78.0142011111111
644,0.15,0.04,31.57,30.74,993.72,42522,27.233835555555554,78.0142311111111
645,0.08,0.04,32.69,33.37,993.72,6639,27.233835555555554,78.01426111111111
646,0.13,0.03,33.17,42.85,993.72,35503,27.233835555555554,78.0142911111111
647,0.13,0.06,32.07,44.86,993.72,20614,27.233835555555554,78.0143211111111
648,0.03,0.03,31.54,43.5,993.72,41745,27.233835555555554,78.01435111111111
649,0.06,0.1,32.16,34.1,993.72,40378,27.233835555555554,78.0143811111111
650,0.14,0.06,34.22,42.8,993.72,28105,27.233855555555554,78.0141111111111
651,0.19,0.06,34.09,29.31,993.72,34115,27.233855555555554,78.0141411111111
652,0.05,0.03,32.05,33.01,993.72,18644,27.233855555555554,78.01417111111111
653,0.09,0.06,32.23,39.87,993.72,42275,27.233855555555554,78.0142011111111
654,0.08,0.06,32.81,31.15,993.72,22825,27.233855555555554,78.0142311111111
655,0.05,0.02,32.26,32.8,993.72,9325,27.233855555555554,78.01426111111111
656,0.08,0.0,32.3,30.24,993.72,38805,27.233855555555554,78.0142911111111
657,0.05,0.05,33.51,44.95,993.72,12591,27.233855555555554,78.0143211111111
658,0.13,0.1,32.47,40.6,993.72,24827,27.233855555555554,78.01435111111111
659,0.1,0.1,32.01,30.2,993.72,30093,27.233855555555554,78.0143811111111
660,0.02,0.01,32.3,32.06,993.72,37676,27.233875555555553,78.0141111111111
661,0.18,0.03,33.2,31.22,993.72,11626,27.233875555555553,78.0141411111111
662,0.01,0.09,32.34,27.91,993.72,13656,27.233875555555553,78.01417111111111
663,0.19,0.03,34.04,42.22,993.72,9735,27.233875555555553,78.0142011111111
664,0.15,0.05,33.09,29.04,993.72,26390,27.233875555555553,78.0142311111111
665,0.11,0.09,32.03,38.32,993.72,32507,27.233875555555553,78.01426111111111
666,0.01,0.09,31.63,43.55,993.72,36750,27.233875555555553,78.0142911111111
667,0.02,0.02,33.48,33.05,993.72,31907,27.233875555555553,78.0143211111111
668,0.07,0.03,34.17,27.63,993.72,19029,27.233875555555553,78.01435111111111
669,0.12,0.08,33.34,38.18,993.72,42396,27.233875555555553,78.0143811111111
670,0.02,0.02,34.08,33.15,993.72,27380,27.233895555555552,78.0141111111111
671,0.03,0.09,33.93,29.47,993.72,14091,27.233895555555552,78.0141411111111
672,0.13,0.02,32.58,43.25,993.72,11610,27.233895555555552,78.01417111111111
673,0.14,0.08,31.76,40.52,993.72,25682,27.233895555555552,78.0142011111111
674,0.13,0.03,33.21,43.25,993.72,25036,27.233895555555552,78.0142311111111
675,0.13,0.09,34.22,38.13,993.72,7445,27.233895555555552,78.01426111111111
676,0.09,0.02,34.39,32.08,993.72,32904,27.233895555555552,78.0142911111111
677,0.2,0.06,32.67,29.97,993.72,37772,27.233895555555552,78.0143211111111
678,0.03,0.01,33.86,44.71,993.72,16669,27.233895555555552,78.01435111111111
